#drkcfile delivery-date activation-date delivery-mjd activation-mjd useafter useafter-mjd
3371659oi_dkc.fits 2019-03-07 2019-03-07 58549.569444 58549.64375 2018-07-10 58309.0
3371709li_dkc.fits 2019-03-07 2019-03-07 58549.545833 58549.64375 2018-07-13 58312.611111
3371655di_dkc.fits 2019-03-07 2019-03-07 58549.586111 58549.64375 2018-07-16 58315.023611
3371704ni_dkc.fits 2019-03-07 2019-03-07 58549.55 58549.64375 2018-07-17 58316.075
3371702ni_dkc.fits 2019-03-07 2019-03-07 58549.596528 58549.64375 2018-07-18 58317.0
3371659ji_dkc.fits 2019-03-07 2019-03-07 58549.58125 58549.64375 2018-07-19 58318.044444
3371704ii_dkc.fits 2019-03-07 2019-03-07 58549.58125 58549.64375 2018-07-20 58319.088194
3371656qi_dkc.fits 2019-03-07 2019-03-07 58549.574306 58549.64375 2018-07-21 58320.0
33717089i_dkc.fits 2019-03-07 2019-03-07 58549.571528 58549.64375 2018-07-22 58321.139583
3371707bi_dkc.fits 2019-03-07 2019-03-07 58549.5625 58549.64375 2018-07-23 58322.26875
3371704qi_dkc.fits 2019-03-07 2019-03-07 58549.610417 58549.64375 2018-07-23 58322.958333
3371705qi_dkc.fits 2019-03-07 2019-03-07 58549.5625 58549.64375 2018-07-25 58324.0
33717102i_dkc.fits 2019-03-07 2019-03-07 58549.596528 58549.64375 2018-07-26 58325.181944
3371651si_dkc.fits 2019-03-07 2019-03-07 58549.586806 58549.64375 2018-07-27 58326.0
33717029i_dkc.fits 2019-03-07 2019-03-07 58549.550694 58549.64375 2018-07-28 58327.063889
3371706mi_dkc.fits 2019-03-07 2019-03-07 58549.573611 58549.64375 2018-07-29 58328.00625
3371657hi_dkc.fits 2019-03-07 2019-03-07 58549.551389 58549.64375 2018-07-30 58329.020833
33716568i_dkc.fits 2019-03-07 2019-03-07 58549.593056 58549.64375 2018-07-31 58330.295833
33717070i_dkc.fits 2019-03-07 2019-03-07 58549.570139 58549.64375 2018-08-02 58332.452083
33716540i_dkc.fits 2019-03-07 2019-03-07 58549.536806 58549.64375 2018-08-04 58334.031944
3371655ji_dkc.fits 2019-03-07 2019-03-07 58549.567361 58549.64375 2018-08-06 58336.789583
3371709ci_dkc.fits 2019-03-07 2019-03-07 58549.581944 58549.64375 2018-08-09 58339.005556
33716584i_dkc.fits 2019-03-07 2019-03-07 58549.592361 58549.64375 2018-08-10 58340.115278
33717026i_dkc.fits 2019-03-07 2019-03-07 58549.557639 58549.64375 2018-08-11 58341.522222
33717108i_dkc.fits 2019-03-07 2019-03-07 58549.583333 58549.64375 2018-08-12 58342.309028
33716551i_dkc.fits 2019-03-07 2019-03-07 58549.602083 58549.64375 2018-08-13 58343.113194
3371705ei_dkc.fits 2019-03-07 2019-03-07 58549.59375 58549.64375 2018-08-14 58344.086111
3371657pi_dkc.fits 2019-03-07 2019-03-07 58549.611806 58549.64375 2018-08-15 58345.148611
33716576i_dkc.fits 2019-03-07 2019-03-07 58549.556944 58549.64375 2018-08-16 58346.173611
3371706di_dkc.fits 2019-03-07 2019-03-07 58549.569444 58549.64375 2018-08-17 58347.100694
3371704ci_dkc.fits 2019-03-07 2019-03-07 58549.554167 58549.64375 2018-08-18 58348.126389
3371709qi_dkc.fits 2019-03-07 2019-03-07 58549.600694 58549.64375 2018-08-19 58349.068056
3371708ei_dkc.fits 2019-03-07 2019-03-07 58549.563889 58549.64375 2018-08-20 58350.180556
3371701mi_dkc.fits 2019-03-07 2019-03-07 58549.559028 58549.64375 2018-08-21 58351.002778
3371706ai_dkc.fits 2019-03-07 2019-03-07 58549.553472 58549.64375 2018-08-22 58352.1125
33717110i_dkc.fits 2019-03-07 2019-03-07 58549.561806 58549.64375 2018-08-23 58353.227083
3371711ei_dkc.fits 2019-03-07 2019-03-07 58549.575 58549.64375 2018-08-24 58354.013194
3371657si_dkc.fits 2019-03-07 2019-03-07 58549.558333 58549.64375 2018-08-25 58355.0375
33716532i_dkc.fits 2019-03-07 2019-03-07 58549.577083 58549.64375 2018-08-26 58356.019444
33716592i_dkc.fits 2019-03-07 2019-03-07 58549.578472 58549.64375 2018-08-27 58357.195833
3371659ai_dkc.fits 2019-03-07 2019-03-07 58549.609722 58549.64375 2018-08-28 58358.188194
3371701pi_dkc.fits 2019-03-07 2019-03-07 58549.548611 58549.64375 2018-08-29 58359.006944
3371658ni_dkc.fits 2019-03-07 2019-03-07 58549.590278 58549.64375 2018-08-30 58360.171528
3371657ei_dkc.fits 2019-03-07 2019-03-07 58549.5375 58549.64375 2018-08-31 58361.097917
3371711pi_dkc.fits 2019-03-07 2019-03-07 58549.536111 58549.64375 2018-09-01 58362.109722
33717049i_dkc.fits 2019-03-07 2019-03-07 58549.590972 58549.64375 2018-09-03 58364.835417
3371707di_dkc.fits 2019-03-07 2019-03-07 58549.574306 58549.64375 2018-09-06 58367.064583
33717012i_dkc.fits 2019-03-07 2019-03-07 58549.55625 58549.64375 2018-09-07 58368.791667
33716527i_dkc.fits 2019-03-07 2019-03-07 58549.561111 58549.64375 2018-09-09 58370.115972
33717080i_dkc.fits 2019-03-07 2019-03-07 58549.550694 58549.64375 2018-09-10 58371.023611
3371652fi_dkc.fits 2019-03-07 2019-03-07 58549.549306 58549.64375 2018-09-11 58372.0
3371708mi_dkc.fits 2019-03-07 2019-03-07 58549.609028 58549.64375 2018-09-12 58373.15625
3371654ci_dkc.fits 2019-03-07 2019-03-07 58549.541667 58549.64375 2018-09-13 58374.0
3371658ci_dkc.fits 2019-03-07 2019-03-07 58549.598611 58549.64375 2018-09-14 58375.006944
3371656hi_dkc.fits 2019-03-07 2019-03-07 58549.611806 58549.64375 2018-09-15 58376.201389
3371655ri_dkc.fits 2019-03-07 2019-03-07 58549.559028 58549.64375 2018-09-16 58377.420139
33716554i_dkc.fits 2019-03-07 2019-03-07 58549.5875 58549.64375 2018-09-17 58378.346528
3371709ii_dkc.fits 2019-03-07 2019-03-07 58549.561806 58549.64375 2018-09-17 58378.688889
33717094i_dkc.fits 2019-03-07 2019-03-07 58549.591667 58549.64375 2018-09-18 58379.68125
3371703oi_dkc.fits 2019-03-07 2019-03-07 58549.556944 58549.64375 2018-09-20 58381.0
3371708ci_dkc.fits 2019-03-07 2019-03-07 58549.581944 58549.64375 2018-09-21 58382.774306
3371652qi_dkc.fits 2019-03-07 2019-03-07 58549.552778 58549.64375 2018-09-23 58384.0
33716537i_dkc.fits 2019-03-07 2019-03-07 58549.595139 58549.64375 2018-09-24 58385.570833
3371710di_dkc.fits 2019-03-07 2019-03-07 58549.604167 58549.64375 2018-09-24 58385.582639
3371710ai_dkc.fits 2019-03-07 2019-03-07 58549.55 58549.64375 2018-09-26 58387.006944
33717120i_dkc.fits 2019-03-07 2019-03-07 58549.538194 58549.64375 2018-09-28 58389.001389
33717118i_dkc.fits 2019-03-07 2019-03-07 58549.582639 58549.64375 2018-10-01 58392.479861
33716535i_dkc.fits 2019-03-07 2019-03-07 58549.611111 58549.64375 2018-10-03 58394.88125
3371653gi_dkc.fits 2019-03-07 2019-03-07 58549.590278 58549.64375 2018-10-27 58418.169444
3371706gi_dkc.fits 2019-03-07 2019-03-07 58549.565972 58549.64375 2018-10-28 58419.477778
33716571i_dkc.fits 2019-03-07 2019-03-07 58549.572222 58549.64375 2018-10-29 58420.172917
3371711si_dkc.fits 2019-03-07 2019-03-07 58549.538889 58549.64375 2018-10-31 58422.525694
34b2036ei_dkc.fits 2019-04-11 2019-04-12 58584.722917 58585.403472 2018-11-02 58424.609722
34b20322i_dkc.fits 2019-04-11 2019-04-12 58584.721528 58585.403472 2018-11-05 58427.120139
34b20285i_dkc.fits 2019-04-11 2019-04-12 58584.734028 58585.403472 2018-11-06 58428.002778
34b2020oi_dkc.fits 2019-04-11 2019-04-12 58584.729167 58585.403472 2018-11-07 58429.767361
34b20432i_dkc.fits 2019-04-11 2019-04-12 58584.722222 58585.403472 2018-11-09 58431.0
34b2034ti_dkc.fits 2019-04-11 2019-04-12 58584.724306 58585.403472 2018-11-10 58432.002778
34b2037ti_dkc.fits 2019-04-11 2019-04-12 58584.726389 58585.403472 2018-11-11 58433.0
34b20125i_dkc.fits 2019-04-11 2019-04-12 58584.724306 58585.403472 2018-11-12 58434.020833
34b2042ri_dkc.fits 2019-04-11 2019-04-12 58584.722222 58585.403472 2018-11-13 58435.161806
34b20342i_dkc.fits 2019-04-11 2019-04-12 58584.734028 58585.403472 2018-11-14 58436.555556
34b2035ri_dkc.fits 2019-04-11 2019-04-12 58584.729167 58585.403472 2018-11-16 58438.473611
34b20310i_dkc.fits 2019-04-11 2019-04-12 58584.722917 58585.403472 2018-11-17 58439.523611
34b20102i_dkc.fits 2019-04-11 2019-04-12 58584.722222 58585.403472 2018-11-22 58444.509722
34b2024ri_dkc.fits 2019-04-11 2019-04-12 58584.725 58585.403472 2018-11-24 58446.519444
34b2008gi_dkc.fits 2019-04-11 2019-04-12 58584.724306 58585.403472 2018-11-26 58448.020833
34b2032di_dkc.fits 2019-04-11 2019-04-12 58584.733333 58585.403472 2018-11-27 58449.146528
34b2029li_dkc.fits 2019-04-11 2019-04-12 58584.726389 58585.403472 2018-11-29 58451.451389
34b2044li_dkc.fits 2019-04-11 2019-04-12 58584.733333 58585.403472 2018-12-01 58453.244444
34b2012gi_dkc.fits 2019-04-11 2019-04-12 58584.724306 58585.403472 2018-12-02 58454.25
34b2020hi_dkc.fits 2019-04-11 2019-04-12 58584.721528 58585.403472 2018-12-04 58456.09375
34b2018ai_dkc.fits 2019-04-11 2019-04-12 58584.73125 58585.403472 2018-12-04 58456.13125
34b20140i_dkc.fits 2019-04-11 2019-04-12 58584.725 58585.403472 2018-12-05 58457.122917
34b2038ai_dkc.fits 2019-04-11 2019-04-12 58584.731944 58585.403472 2018-12-07 58459.088889
34b2021ei_dkc.fits 2019-04-11 2019-04-12 58584.73125 58585.403472 2018-12-07 58459.136806
34b20203i_dkc.fits 2019-04-11 2019-04-12 58584.732639 58585.403472 2018-12-08 58460.134028
34b20261i_dkc.fits 2019-04-11 2019-04-12 58584.721528 58585.403472 2018-12-09 58461.371528
34b20196i_dkc.fits 2019-04-11 2019-04-12 58584.730556 58585.403472 2018-12-11 58463.014583
34b2035gi_dkc.fits 2019-04-11 2019-04-12 58584.722222 58585.403472 2018-12-12 58464.790278
34b20116i_dkc.fits 2019-04-11 2019-04-12 58584.723611 58585.403472 2018-12-14 58466.706944
34b20355i_dkc.fits 2019-04-11 2019-04-12 58584.722222 58585.403472 2018-12-16 58468.099306
34b2015ji_dkc.fits 2019-04-11 2019-04-12 58584.722222 58585.403472 2018-12-16 58468.295833
34b2014bi_dkc.fits 2019-04-11 2019-04-12 58584.732639 58585.403472 2018-12-17 58469.21875
34b2013ei_dkc.fits 2019-04-11 2019-04-12 58584.726389 58585.403472 2018-12-19 58471.461806
34b2024bi_dkc.fits 2019-04-11 2019-04-12 58584.729861 58585.403472 2018-12-20 58472.384722
34b2045ci_dkc.fits 2019-04-11 2019-04-12 58584.723611 58585.403472 2018-12-22 58474.44375
34b2007ji_dkc.fits 2019-04-11 2019-04-12 58584.725694 58585.403472 2018-12-24 58476.023611
34b2013ji_dkc.fits 2019-04-11 2019-04-12 58584.727083 58585.403472 2018-12-27 58479.210417
34b20238i_dkc.fits 2019-04-11 2019-04-12 58584.725694 58585.403472 2018-12-29 58481.00625
34b2029qi_dkc.fits 2019-04-11 2019-04-12 58584.720833 58585.403472 2018-12-30 58482.009028
34b20394i_dkc.fits 2019-04-11 2019-04-12 58584.728472 58585.403472 2018-12-31 58483.111806
34b2033ai_dkc.fits 2019-04-11 2019-04-12 58584.732639 58585.403472 2019-01-01 58484.099306
34b2040pi_dkc.fits 2019-04-11 2019-04-12 58584.722917 58585.403472 2019-01-02 58485.113194
34b2037ci_dkc.fits 2019-04-11 2019-04-12 58584.726389 58585.403472 2019-01-03 58486.161111
34b2042gi_dkc.fits 2019-04-11 2019-04-12 58584.722222 58585.403472 2019-01-04 58487.010417
34b2007ei_dkc.fits 2019-04-11 2019-04-12 58584.727083 58585.403472 2019-01-05 58488.127083
34b2030ei_dkc.fits 2019-04-11 2019-04-12 58584.730556 58585.403472 2019-01-06 58489.0
34b20371i_dkc.fits 2019-04-11 2019-04-12 58584.733333 58585.403472 2019-01-07 58490.129167
34b20420i_dkc.fits 2019-04-11 2019-04-12 58584.723611 58585.403472 2019-01-18 58501.184722
34b2043oi_dkc.fits 2019-04-11 2019-04-12 58584.732639 58585.403472 2019-01-19 58502.107639
34b2032oi_dkc.fits 2019-04-11 2019-04-12 58584.726389 58585.403472 2019-01-22 58505.634722
34b20444i_dkc.fits 2019-04-11 2019-04-12 58584.723611 58585.403472 2019-01-25 58508.168056
34b2017ii_dkc.fits 2019-04-11 2019-04-12 58584.730556 58585.403472 2019-01-28 58511.027083
34b20218i_dkc.fits 2019-04-11 2019-04-12 58584.728472 58585.403472 2019-01-29 58512.127083
34b20184i_dkc.fits 2019-04-11 2019-04-12 58584.725694 58585.403472 2019-01-30 58513.0
34b20211i_dkc.fits 2019-04-11 2019-04-12 58584.729861 58585.403472 2019-01-31 58514.970833
34b2040ji_dkc.fits 2019-04-11 2019-04-12 58584.722917 58585.403472 2019-02-02 58516.230556
34b20301i_dkc.fits 2019-04-11 2019-04-12 58584.726389 58585.403472 2019-02-03 58517.00625
34b2016qi_dkc.fits 2019-04-11 2019-04-12 58584.724306 58585.403472 2019-02-05 58519.059028
34b2017ti_dkc.fits 2019-04-11 2019-04-12 58584.725 58585.403472 2019-02-06 58520.085417
34b2045ni_dkc.fits 2019-04-11 2019-04-12 58584.729861 58585.403472 2019-02-07 58521.127778
34b20257i_dkc.fits 2019-04-11 2019-04-12 58584.727083 58585.403472 2019-02-07 58521.389583
34b2030oi_dkc.fits 2019-04-11 2019-04-12 58584.724306 58585.403472 2019-02-09 58523.054861
34b2027ei_dkc.fits 2019-04-11 2019-04-12 58584.720833 58585.403472 2019-02-10 58524.002778
34b2029ai_dkc.fits 2019-04-11 2019-04-12 58584.730556 58585.403472 2019-02-11 58525.0
34b2037hi_dkc.fits 2019-04-11 2019-04-12 58584.730556 58585.403472 2019-02-12 58526.051389
34b2008ri_dkc.fits 2019-04-11 2019-04-12 58584.724306 58585.403472 2019-02-13 58527.072917
34b2019bi_dkc.fits 2019-04-11 2019-04-12 58584.729861 58585.403472 2019-02-13 58527.414583
34b2043di_dkc.fits 2019-04-11 2019-04-12 58584.727083 58585.403472 2019-02-15 58529.009028
34b2042ai_dkc.fits 2019-04-11 2019-04-12 58584.725694 58585.403472 2019-02-16 58530.0
34b20233i_dkc.fits 2019-04-11 2019-04-12 58584.728472 58585.403472 2019-02-17 58531.005556
34b2022ri_dkc.fits 2019-04-11 2019-04-12 58584.727778 58585.403472 2019-02-18 58532.099306
34b2018qi_dkc.fits 2019-04-11 2019-04-12 58584.731944 58585.403472 2019-02-19 58533.021528
34b20385i_dkc.fits 2019-04-11 2019-04-12 58584.723611 58585.403472 2019-02-21 58535.588889
34b20402i_dkc.fits 2019-04-11 2019-04-12 58584.727778 58585.403472 2019-02-23 58537.535417
34b2034di_dkc.fits 2019-04-11 2019-04-12 58584.723611 58585.403472 2019-02-25 58539.323611
34b2044ri_dkc.fits 2019-04-11 2019-04-12 58584.727778 58585.403472 2019-02-27 58541.194444
34b20294i_dkc.fits 2019-04-11 2019-04-12 58584.729167 58585.403472 2019-02-28 58542.383333
34b2011ci_dkc.fits 2019-04-11 2019-04-12 58584.723611 58585.403472 2019-03-02 58544.285417
34b20377i_dkc.fits 2019-04-11 2019-04-12 58584.733333 58585.403472 2019-03-02 58544.301389
34b2017di_dkc.fits 2019-04-11 2019-04-12 58584.721528 58585.403472 2019-03-04 58546.265278
34b2015oi_dkc.fits 2019-04-11 2019-04-12 58584.722917 58585.403472 2019-03-05 58547.086806
34b20151i_dkc.fits 2019-04-11 2019-04-12 58584.720833 58585.403472 2019-03-06 58548.006944
34b2037ni_dkc.fits 2019-04-11 2019-04-12 58584.731944 58585.403472 2019-03-07 58549.147222
34b2009qi_dkc.fits 2019-04-11 2019-04-12 58584.721528 58585.403472 2019-03-08 58550.102778
34b2011hi_dkc.fits 2019-04-11 2019-04-12 58584.725 58585.403472 2019-03-09 58551.095139
34b2033li_dkc.fits 2019-04-11 2019-04-12 58584.724306 58585.403472 2019-03-10 58552.502778
34b20139i_dkc.fits 2019-04-11 2019-04-12 58584.721528 58585.403472 2019-03-12 58554.2125
34b2031li_dkc.fits 2019-04-11 2019-04-12 58584.727083 58585.403472 2019-03-13 58555.0
34b20209i_dkc.fits 2019-04-11 2019-04-12 58584.731944 58585.403472 2019-03-14 58556.016667
34b2026gi_dkc.fits 2019-04-11 2019-04-12 58584.727083 58585.403472 2019-03-15 58557.836806
34b20191i_dkc.fits 2019-04-11 2019-04-12 58584.721528 58585.403472 2019-03-19 58561.859028
34b20399i_dkc.fits 2019-04-11 2019-04-12 58584.729861 58585.403472 2019-03-22 58564.011806
34b2012mi_dkc.fits 2019-04-11 2019-04-12 58584.725 58585.403472 2019-03-23 58565.027778
34b2029gi_dkc.fits 2019-04-11 2019-04-12 58584.733333 58585.403472 2019-03-24 58566.423611
34b2018fi_dkc.fits 2019-04-11 2019-04-12 58584.725694 58585.403472 2019-03-25 58567.085417
34b20093i_dkc.fits 2019-04-11 2019-04-12 58584.725694 58585.403472 2019-03-26 58568.016667
34b2023ji_dkc.fits 2019-04-11 2019-04-12 58584.727778 58585.403472 2019-03-27 58569.025
34b20315i_dkc.fits 2019-04-11 2019-04-12 58584.721528 58585.403472 2019-03-28 58570.0
34b2016li_dkc.fits 2019-04-11 2019-04-12 58584.733333 58585.403472 2019-03-29 58571.009028
34b2041hi_dkc.fits 2019-04-11 2019-04-12 58584.727778 58585.403472 2019-03-30 58572.011806
34b2018li_dkc.fits 2019-04-11 2019-04-12 58584.731944 58585.403472 2019-03-31 58573.0
34b2008bi_dkc.fits 2019-04-11 2019-04-12 58584.731944 58585.403472 2019-04-01 58574.027083
3591736ki_dkc.fits 2019-05-09 2019-05-09 58612.575694 58612.630556 2019-04-02 58575.0
3591739gi_dkc.fits 2019-05-09 2019-05-09 58612.575694 58612.630556 2019-04-03 58576.006944
3591739qi_dkc.fits 2019-05-09 2019-05-09 58612.575 58612.630556 2019-04-04 58577.00625
35917400i_dkc.fits 2019-05-09 2019-05-09 58612.575694 58612.630556 2019-04-05 58578.054861
3591738ci_dkc.fits 2019-05-09 2019-05-09 58612.575 58612.630556 2019-04-06 58579.0
3591739si_dkc.fits 2019-05-09 2019-05-09 58612.575 58612.630556 2019-04-07 58580.009028
3591737gi_dkc.fits 2019-05-09 2019-05-09 58612.573611 58612.630556 2019-04-08 58581.380556
35917387i_dkc.fits 2019-05-09 2019-05-09 58612.572917 58612.630556 2019-04-09 58582.3125
3591737li_dkc.fits 2019-05-09 2019-05-09 58612.574306 58612.630556 2019-04-10 58583.158333
3591738gi_dkc.fits 2019-05-09 2019-05-09 58612.572917 58612.630556 2019-04-11 58584.034722
35917370i_dkc.fits 2019-05-09 2019-05-09 58612.574306 58612.630556 2019-04-12 58585.097222
3591737ti_dkc.fits 2019-05-09 2019-05-09 58612.575694 58612.630556 2019-04-12 58585.736806
3591736hi_dkc.fits 2019-05-09 2019-05-09 58612.575 58612.630556 2019-04-14 58587.0
35g1933mi_dkc.fits 2019-05-16 2019-05-16 58619.654167 58619.711806 2019-04-17 58590.475
35g1934ri_dkc.fits 2019-05-16 2019-05-16 58619.652778 58619.711806 2019-04-19 58592.18125
35g19341i_dkc.fits 2019-05-16 2019-05-16 58619.654167 58619.711806 2019-04-21 58594.178472
35g1933pi_dkc.fits 2019-05-16 2019-05-16 58619.654167 58619.711806 2019-04-23 58596.194444
35g19355i_dkc.fits 2019-05-16 2019-05-16 58619.654167 58619.711806 2019-04-24 58597.218056
35g1934oi_dkc.fits 2019-05-16 2019-05-16 58619.654167 58619.711806 2019-04-26 58599.074306
35g19353i_dkc.fits 2019-05-16 2019-05-16 58619.653472 58619.711806 2019-04-27 58600.029861
35g1935ii_dkc.fits 2019-05-16 2019-05-16 58619.653472 58619.711806 2019-04-28 58601.022222
35g1934ei_dkc.fits 2019-05-16 2019-05-16 58619.654167 58619.711806 2019-04-29 58602.020833
35g19337i_dkc.fits 2019-05-16 2019-05-16 58619.652778 58619.711806 2019-04-30 58603.092361
35g1935oi_dkc.fits 2019-05-16 2019-05-16 58619.653472 58619.711806 2019-05-01 58604.070139
35g1932li_dkc.fits 2019-05-16 2019-05-16 58619.654167 58619.711806 2019-05-02 58605.006944
35g19360i_dkc.fits 2019-05-16 2019-05-16 58619.654167 58619.711806 2019-05-03 58606.059722
35g19331i_dkc.fits 2019-05-16 2019-05-16 58619.652778 58619.711806 2019-05-05 58608.143056
35g19344i_dkc.fits 2019-05-16 2019-05-16 58619.654167 58619.711806 2019-05-05 58608.171528
35g1932ri_dkc.fits 2019-05-16 2019-05-16 58619.653472 58619.711806 2019-05-07 58610.020833
35g1933gi_dkc.fits 2019-05-16 2019-05-16 58619.654167 58619.711806 2019-05-08 58611.0
35g1932ii_dkc.fits 2019-05-16 2019-05-16 58619.653472 58619.711806 2019-05-09 58612.054861
35g1934ti_dkc.fits 2019-05-16 2019-05-16 58619.653472 58619.711806 2019-05-10 58613.009028
3961711di_dkc.fits 2019-09-06 2019-09-09 58732.549306 58735.672917 2019-05-13 58616.211806
3961722si_dkc.fits 2019-09-06 2019-09-09 58732.557639 58735.672917 2019-05-16 58619.053472
39617344i_dkc.fits 2019-09-06 2019-09-09 58732.565278 58735.672917 2019-05-17 58620.002778
3961704ci_dkc.fits 2019-09-06 2019-09-09 58732.544444 58735.672917 2019-05-18 58621.098611
3961648ni_dkc.fits 2019-09-06 2019-09-09 58732.533333 58735.672917 2019-05-19 58622.00625
3961749ai_dkc.fits 2019-09-06 2019-09-09 58732.575694 58735.672917 2019-05-20 58623.020833
39617519i_dkc.fits 2019-09-06 2019-09-09 58732.577083 58735.672917 2019-05-21 58624.177778
3961750gi_dkc.fits 2019-09-06 2019-09-09 58732.576389 58735.672917 2019-05-22 58625.663194
3961736gi_dkc.fits 2019-09-06 2019-09-09 58732.566667 58735.672917 2019-05-23 58626.0
3961703gi_dkc.fits 2019-09-06 2019-09-09 58732.54375 58735.672917 2019-05-24 58627.022917
39617004i_dkc.fits 2019-09-06 2019-09-09 58732.541667 58735.672917 2019-05-25 58628.016667
39617111i_dkc.fits 2019-09-06 2019-09-09 58732.549306 58735.672917 2019-05-26 58629.0
3961742oi_dkc.fits 2019-09-06 2019-09-09 58732.570833 58735.672917 2019-05-27 58630.144444
39618003i_dkc.fits 2019-09-06 2019-09-09 58732.583333 58735.672917 2019-05-28 58631.036111
39616471i_dkc.fits 2019-09-06 2019-09-09 58732.532639 58735.672917 2019-05-29 58632.298611
3961733ai_dkc.fits 2019-09-06 2019-09-09 58732.564583 58735.672917 2019-05-30 58633.031944
39617106i_dkc.fits 2019-09-06 2019-09-09 58732.548611 58735.672917 2019-05-31 58634.016667
3961745fi_dkc.fits 2019-09-06 2019-09-09 58732.572917 58735.672917 2019-06-01 58635.103472
3961725bi_dkc.fits 2019-09-06 2019-09-09 58732.559028 58735.672917 2019-06-02 58636.334722
3961707mi_dkc.fits 2019-09-06 2019-09-09 58732.546528 58735.672917 2019-06-03 58637.091667
3961734fi_dkc.fits 2019-09-06 2019-09-09 58732.565278 58735.672917 2019-06-04 58638.759028
3961644di_dkc.fits 2019-09-06 2019-09-09 58732.530556 58735.672917 2019-06-05 58639.0
3961738qi_dkc.fits 2019-09-06 2019-09-09 58732.568056 58735.672917 2019-06-06 58640.031944
3961759ki_dkc.fits 2019-09-06 2019-09-09 58732.582639 58735.672917 2019-06-07 58641.024306
39616572i_dkc.fits 2019-09-06 2019-09-09 58732.539583 58735.672917 2019-06-08 58642.220139
39617557i_dkc.fits 2019-09-06 2019-09-09 58732.579861 58735.672917 2019-06-11 58645.61875
3961748hi_dkc.fits 2019-09-06 2019-09-09 58732.575 58735.672917 2019-06-13 58647.393056
39617359i_dkc.fits 2019-09-06 2019-09-09 58732.565972 58735.672917 2019-06-15 58649.069444
3961652ii_dkc.fits 2019-09-06 2019-09-09 58732.536111 58735.672917 2019-06-16 58650.076389
39617182i_dkc.fits 2019-09-06 2019-09-09 58732.554167 58735.672917 2019-06-17 58651.020833
3961744ai_dkc.fits 2019-09-06 2019-09-09 58732.572222 58735.672917 2019-06-18 58652.029167
39617522i_dkc.fits 2019-09-06 2019-09-09 58732.577778 58735.672917 2019-06-19 58653.0
39617198i_dkc.fits 2019-09-06 2019-09-09 58732.554861 58735.672917 2019-06-20 58654.096528
3961711qi_dkc.fits 2019-09-06 2019-09-09 58732.549306 58735.672917 2019-06-21 58655.011111
3961751li_dkc.fits 2019-09-06 2019-09-09 58732.577083 58735.672917 2019-06-22 58656.021528
3961650ei_dkc.fits 2019-09-06 2019-09-09 58732.534722 58735.672917 2019-06-23 58657.185417
3961746ji_dkc.fits 2019-09-06 2019-09-09 58732.573611 58735.672917 2019-06-24 58658.234028
3961732hi_dkc.fits 2019-09-06 2019-09-09 58732.563889 58735.672917 2019-06-25 58659.011111
3961754oi_dkc.fits 2019-09-06 2019-09-09 58732.579167 58735.672917 2019-06-26 58660.284722
3961729ai_dkc.fits 2019-09-06 2019-09-09 58732.561806 58735.672917 2019-06-26 58660.839583
3961758ri_dkc.fits 2019-09-06 2019-09-09 58732.581944 58735.672917 2019-06-27 58661.590278
3961712li_dkc.fits 2019-09-06 2019-09-09 58732.55 58735.672917 2019-06-29 58663.0
3961716pi_dkc.fits 2019-09-06 2019-09-09 58732.552778 58735.672917 2019-06-30 58664.015278
39617079i_dkc.fits 2019-09-06 2019-09-09 58732.546528 58735.672917 2019-07-01 58665.0
39617383i_dkc.fits 2019-09-06 2019-09-09 58732.568056 58735.672917 2019-07-01 58665.490972
3961729mi_dkc.fits 2019-09-06 2019-09-09 58732.561806 58735.672917 2019-07-02 58666.80625
3961654qi_dkc.fits 2019-09-06 2019-09-09 58732.5375 58735.672917 2019-07-03 58667.3375
3961703ti_dkc.fits 2019-09-06 2019-09-09 58732.544444 58735.672917 2019-07-05 58669.0
3961650ri_dkc.fits 2019-09-06 2019-09-09 58732.535417 58735.672917 2019-07-06 58670.00625
3961721ai_dkc.fits 2019-09-06 2019-09-09 58732.55625 58735.672917 2019-07-07 58671.097917
3961709oi_dkc.fits 2019-09-06 2019-09-09 58732.547917 58735.672917 2019-07-08 58672.023611
3961709bi_dkc.fits 2019-09-06 2019-09-09 58732.547917 58735.672917 2019-07-09 58673.083333
3961658pi_dkc.fits 2019-09-06 2019-09-09 58732.540278 58735.672917 2019-07-12 58676.183333
39617034i_dkc.fits 2019-09-06 2019-09-09 58732.54375 58735.672917 2019-07-14 58678.008333
3961738ei_dkc.fits 2019-09-06 2019-09-09 58732.568056 58735.672917 2019-07-15 58679.045833
3961655ni_dkc.fits 2019-09-06 2019-09-09 58732.538194 58735.672917 2019-07-16 58680.192361
39617504i_dkc.fits 2019-09-06 2019-09-09 58732.576389 58735.672917 2019-07-17 58681.166667
39616495i_dkc.fits 2019-09-06 2019-09-09 58732.534028 58735.672917 2019-07-18 58682.086806
39617486i_dkc.fits 2019-09-06 2019-09-09 58732.575 58735.672917 2019-07-19 58683.355556
39617398i_dkc.fits 2019-09-06 2019-09-09 58732.56875 58735.672917 2019-07-20 58684.10625
3961724gi_dkc.fits 2019-09-06 2019-09-09 58732.558333 58735.672917 2019-07-21 58685.175694
3961723bi_dkc.fits 2019-09-06 2019-09-09 58732.557639 58735.672917 2019-07-22 58686.234722
39617435i_dkc.fits 2019-09-06 2019-09-09 58732.571528 58735.672917 2019-07-23 58687.0
